X	Y	Z
10.8039999	-1.50849998	4.59174967
10.83450031	-1.88699996	4.13524961
11.00625038	-1.83724999	4.22374964
11.02700043	-1.78775001	4.22049999
11.06575012	-1.95274997	4.29449987
11.06799984	-1.89725006	4.26300001
10.99275017	-1.93624997	4.32699966
11.02375031	-1.89075005	4.31399965
11.07050037	-1.87574995	4.32599974
11.28199959	-1.90450001	4.19599962
11.32575035	-1.85950005	4.18300009
11.32400036	-1.89925003	4.22475004
11.32425022	-1.73374999	4.14274979
11.31400013	-1.82725	4.22224998
11.26200008	-1.72950006	4.20699978
11.32324982	-1.77775002	4.21175003
11.13049984	-1.97749996	4.32324982
11.09074974	-1.94075	4.34174967
11.14350033	-1.92299998	4.3517499
11.11800003	-1.85874999	4.31075001
11.1477499	-1.86450005	4.35449982
11.2197504	-1.87549996	4.29349995
11.28899956	-1.86874998	4.25075006
11.31599998	-1.89725006	4.29474974
11.29249954	-1.97000003	4.30499983
11.13449955	-1.81599998	4.28849983
11.17525005	-1.84424996	4.28049994
11.19550037	-1.78075004	4.2874999
11.15200043	-1.73675001	4.29299974
11.1239996	-1.81875002	4.34375
11.17399979	-1.82850003	4.32849979
11.13224983	-1.72950006	4.34749985
11.1552496	-1.77900004	4.32649994
11.30949974	-1.82474995	4.2722497
11.28174973	-1.75174999	4.29349995
11.26099968	-1.84800005	4.34975004
11.32050037	-1.79525006	4.33925009
11.23649979	-1.75825	4.35624981
11.00424957	-1.50800002	4.21224976
11.07050037	-1.49625003	4.16925001
11.05150032	-1.48074996	4.2267499
11.06575012	-1.53824997	4.24699974
11.32724953	-1.67050004	4.15749979
11.20975018	-1.66799998	4.23074961
11.31075001	-1.71500003	4.19099998
11.15174961	-1.47399998	4.14874983
11.12674999	-1.47300005	4.1954999
11.13399982	-1.52925003	4.21399975
11.18575001	-1.52575004	4.18050003
11.19250011	-1.47574997	4.18575001
11.16300011	-1.48049998	4.23049974
11.22325039	-1.58599997	4.10699987
11.32374954	-1.55274999	4.11574984
11.23925018	-1.47350001	4.14824963
11.29150009	-1.50425005	4.11324978
11.27875042	-1.51524997	4.16174984
11.26124954	-1.58475006	4.23049974
11.23950005	-1.50150001	4.19849968
11.31175041	-1.47675002	4.17649984
11.27124977	-1.53524995	4.21799994
11.08500004	-1.68425	4.32124996
11.12975025	-1.65875006	4.30200005
11.14675045	-1.60125005	4.3517499
11.20125008	-1.71399999	4.27924967
11.25	-1.60525	4.2982502
11.08425045	-1.56774998	4.28900003
11.09850025	-1.47625005	4.25099993
11.1335001	-1.48049998	4.29474974
11.19099998	-1.51699996	4.25600004
11.19200039	-1.47274995	4.28375006
11.19950008	-1.50024998	4.33349991
11.24699974	-1.51475	4.25999975
11.22375011	-1.47325003	4.24374962
10.85424995	-1.87975001	4.46674967
10.92450047	-1.78250003	4.42149973
10.85474968	-1.82075	4.45324993
10.85424995	-1.76775002	4.47249985
10.92574978	-1.73099995	4.44674969
10.89325047	-1.73325002	4.48549986
10.9744997	-1.79250002	4.47300005
11.03625011	-1.80700004	4.48525
11.06974983	-1.76999998	4.48099995
10.99475002	-1.92900002	4.53649998
10.98075008	-1.87125003	4.4972496
10.98674965	-1.87574995	4.54699993
11.06949997	-1.875	4.53624964
11.03549957	-1.88950002	4.57149982
11.02025032	-1.85650003	4.61350012
10.93999958	-1.82350004	4.53200006
10.86299992	-1.73475003	4.54449987
11.00349998	-1.82949996	4.52024984
11.07050037	-1.82000005	4.52199984
11.04374981	-1.73574996	4.50724983
11.05500031	-1.84200001	4.57099962
11.06375027	-1.79400003	4.59524965
11.00625038	-1.74549997	4.5762496
11.05924988	-1.73150003	4.56325006
11.12825012	-1.96525002	4.40849972
11.18725014	-1.95299995	4.39024973
11.10000038	-1.87349999	4.37999964
11.17700005	-1.89349997	4.38975
11.14025021	-1.85825002	4.41349983
11.25924969	-1.921	4.40299988
11.30850029	-1.92550004	4.42024994
11.32299995	-1.91050005	4.36674976
11.3267498	-1.87800002	4.42249966
11.25675011	-1.96500003	4.47549963
11.30274963	-1.88625002	4.48649979
11.17125034	-1.79349995	4.3807497
11.11874962	-1.75100005	4.40525007
11.17850018	-1.74475002	4.39949989
11.12924957	-1.80599999	4.47199965
11.14500046	-1.76075006	4.44674969
11.31324959	-1.83299994	4.44274998
11.31799984	-1.76824999	4.43575001
11.16549969	-1.93324995	4.51900005
11.14725018	-1.86000001	4.5227499
11.1960001	-1.94825006	4.56274986
11.14824963	-1.94974995	4.58574963
11.09224987	-1.87650001	4.58299971
11.16724968	-1.89324999	4.57149982
11.25049973	-1.9425	4.52299976
11.30325031	-1.96224999	4.50250006
11.23824978	-1.88999999	4.49924994
11.29749966	-1.96150005	4.55674982
11.28499985	-1.93474996	4.59724998
11.28499985	-1.88975	4.56899977
11.11250019	-1.83050001	4.54799986
11.18025017	-1.81299996	4.51849985
11.10099983	-1.77499998	4.53324986
11.18900013	-1.75549996	4.49475002
11.14599991	-1.72975004	4.53649998
11.11499977	-1.75800002	4.58074999
11.29424953	-1.847	4.53049994
10.86950016	-1.70424998	4.45074987
10.87975025	-1.66474998	4.48175001
10.9119997	-1.67225003	4.43374968
10.94250011	-1.68324995	4.48600006
10.8352499	-1.63399994	4.47199965
10.87574959	-1.60150003	4.48199987
10.92625046	-1.60874999	4.47974968
10.95549965	-1.63349998	4.40674973
11.00749969	-1.62475002	4.42074966
11.07174969	-1.65575004	4.37099981
10.9772501	-1.68675005	4.44974995
11.04024982	-1.67624998	4.48324966
10.98174953	-1.62600005	4.48649979
11.05175018	-1.63224995	4.44774961
10.82649994	-1.49450004	4.41400003
10.84749985	-1.55299997	4.43799973
10.87024975	-1.54324996	4.48175001
10.92724991	-1.53649998	4.46999979
10.85949993	-1.48224998	4.44999981
10.92249966	-1.47424996	4.45149994
10.96675014	-1.57474995	4.40649986
11.01025009	-1.54050004	4.39750004
10.96899986	-1.47274995	4.37199974
10.98875046	-1.50150001	4.4204998
11.00724983	-1.56900001	4.45099974
10.96749973	-1.57124996	4.4824996
11.05099964	-1.50074995	4.4857502
10.86524963	-1.671	4.54274988
10.9347496	-1.6645	4.53349972
10.86425018	-1.61675	4.5307498
10.91075039	-1.62275004	4.54924965
10.83500004	-1.63349998	4.60974979
10.99450016	-1.70050001	4.51799965
11.07124996	-1.67174995	4.52950001
10.98449993	-1.65699995	4.54425001
10.99475002	-1.60150003	4.52950001
11.02925014	-1.60224998	4.48974991
11.03600025	-1.63874996	4.5449996
10.96899986	-1.66900003	4.60699987
11.03349972	-1.68375003	4.58124971
10.96650028	-1.61699998	4.58274984
11.03925037	-1.60224998	4.58074999
11.03450012	-1.64425004	4.61424971
10.83125019	-1.58375001	4.50724983
10.91024971	-1.56274998	4.5142498
10.83975029	-1.52849996	4.5222497
10.85525036	-1.58200002	4.56649971
10.8739996	-1.57500005	4.61374998
10.90550041	-1.57225001	4.56699991
10.94149971	-1.57850003	4.60675001
10.86400032	-1.50549996	4.5762496
10.91024971	-1.53499997	4.61299992
10.96525002	-1.55700004	4.53399992
11.06700039	-1.5855	4.51900005
11.02099991	-1.53925002	4.5170002
10.9914999	-1.57599998	4.60649967
10.99400043	-1.50450003	4.61399984
11.04074955	-1.50975001	4.58024979
11.09574986	-1.70025003	4.37050009
11.07824993	-1.68624997	4.45074987
11.11349964	-1.67324996	4.48674965
11.28100014	-1.70025003	4.38374996
11.09700012	-1.72549999	4.51449966
11.1817503	-1.68774998	4.52149963
11.10175037	-1.70325005	4.57424974
11.08549976	-1.66474998	4.61124992
11.1477499	-1.66999996	4.56524992
11.09675026	-1.63699996	4.56850004
10.47299957	-1.22025001	4.15899992
10.45499992	-1.22975004	4.26475
10.39000034	-1.19424999	4.10424995
10.3352499	-1.12074995	4.13249969
10.3977499	-1.13425004	4.12349987
10.34574986	-1.10525	4.19449997
10.42625046	-1.14174998	4.17124987
10.39949989	-1.10274994	4.19624996
10.49475002	-1.17299998	4.15474987
10.48950005	-1.10500002	4.12699986
10.52725029	-1.08975005	4.15824986
10.46199989	-1.176	4.19849968
10.48725033	-1.12549996	4.17574978
10.52075005	-1.12574995	4.22549963
10.33174992	-1.06575	4.15774965
10.35649967	-1.02499998	4.13824987
10.43099976	-1.08175004	4.14099979
10.40299988	-1.03974998	4.1624999
10.33374977	-0.96899998	4.11674976
10.36699963	-1.04750001	4.19924974
10.43124962	-1.04649997	4.20524979
10.3067503	-0.97125	4.18575001
10.3664999	-0.99400002	4.21099997
10.42749977	-0.99175	4.19824982
10.47574997	-1.05824995	4.15899992
10.52124977	-1.03075004	4.16624975
10.48974991	-1.07449996	4.22699976
10.4942503	-1.02425003	4.2267499
10.55900002	-1.03750002	4.20899963
10.55224991	-0.99175	4.17799997
10.36275005	-1.14849997	4.26199961
10.41100025	-1.13074994	4.24924994
10.46350002	-1.10424995	4.25974989
10.41950035	-1.00425005	4.24650002
10.45349979	-1.01300001	4.29675007
10.58475018	-1.15600002	4.11899996
10.58399963	-1.09300005	4.13174963
10.58224964	-1.04949999	4.1642499
10.60974979	-0.99849999	4.12624979
10.61375046	-1.02925003	4.2182498
10.56674957	-0.9885	4.22774982
10.32349968	-1.39174998	4.39400005
10.35474968	-1.46825004	4.4545002
10.50924969	-1.398	4.40474987
10.54850006	-1.42550004	4.46549988
10.49199963	-1.33350003	4.43099976
10.41349983	-1.43824995	4.52499962
10.33975029	-1.39100003	4.49174976
10.34224987	-1.39300001	4.56075001
10.48824978	-1.43274999	4.51449966
10.5454998	-1.43850005	4.51824999
10.49475002	-1.45650005	4.59699965
10.55875015	-1.45825005	4.57149982
10.46850014	-1.34650004	4.60899973
10.32050037	-1.22399998	4.55049992
10.39799976	-1.25724995	4.54349995
10.44725037	-1.23525	4.54324961
10.50325012	-1.21774995	4.54099989
10.49349976	-1.28100002	4.56424999
10.55274963	-1.28474998	4.55624962
10.55500031	-1.22525001	4.55774975
10.59850025	-1.41725004	4.48274994
10.5994997	-1.44449997	4.53099966
10.67549992	-1.37950003	4.5932498
10.63399982	-1.34975004	4.60024977
10.69999981	-1.44474995	4.61124992
10.75150013	-1.44500005	4.60974979
10.81550026	-1.4425	4.61025
10.74075031	-1.40024996	4.56299973
10.74324989	-1.39475	4.61474991
10.6277504	-1.29400003	4.55025005
10.58300018	-1.31824994	4.58274984
10.67399979	-1.28550005	4.60549974
10.60274982	-1.24100006	4.57824993
10.56449986	-1.25625002	4.61424971
10.65174961	-1.24650002	4.56850004
10.81274986	-1.30449998	4.61199999
10.71650028	-1.25874996	4.60925007
10.40400028	-1.09399998	4.43025017
10.48425007	-1.14649999	4.4659996
10.3777504	-1.06949997	4.39499998
10.33125019	-1.17499995	4.54524994
10.43099976	-1.18175006	4.50724983
10.35999966	-1.16349995	4.58699989
10.3494997	-1.11524999	4.61249971
10.39599991	-1.12849998	4.57699966
10.49450016	-1.17700005	4.50449991
10.50049973	-1.20449996	4.59524965
10.52400017	-1.15900004	4.59074974
10.34074974	-1.06225002	4.61350012
10.48624992	-0.98500001	4.5534997
10.5947504	-1.18875003	4.55674982
10.57849979	-1.20350003	4.60449982
10.62325001	-1.16750002	4.60999966
10.65950012	-1.2105	4.61275005
10.57199955	-1.14600003	4.60999966
10.66524982	-1.12049997	4.60774994
10.70199966	-1.18624997	4.58274984
10.78600025	-1.11650002	4.60899973
10.8039999	-1.04849994	4.57324982
11.06750011	-1.42999995	4.22049999
10.99800014	-1.45474994	4.27349997
11.05049992	-1.38775003	4.24125004
11.06900024	-1.4425	4.32399988
11.16650009	-1.42550004	4.16649961
11.18900013	-1.34899998	4.15249968
11.15750027	-1.41775	4.23099995
11.1164999	-1.40100002	4.1937499
11.09350014	-1.35224998	4.21499968
11.17774963	-1.37699997	4.19700003
11.24950027	-1.39349997	4.16400003
11.31849957	-1.39925003	4.13424969
11.23075008	-1.43575001	4.19875002
11.28950024	-1.42674994	4.19249964
11.24750042	-1.38800001	4.22399998
11.29574966	-1.35924995	4.16799974
11.08399963	-1.33650005	4.13349962
11.15925026	-1.28699994	4.18674994
11.14225006	-1.33175004	4.22724962
11.19200039	-1.31624997	4.21350002
11.09049988	-1.42875004	4.27199984
11.17475033	-1.41624999	4.29250002
11.10925007	-1.39250004	4.30900002
11.24549961	-1.46424997	4.29349995
11.22749996	-1.36074996	4.26149988
11.21175003	-1.44924998	4.33424997
11.26200008	-1.47175002	4.35549974
10.85499954	-1.17900002	4.1074996
10.93624973	-1.03824997	4.14974976
10.89375019	-0.97899997	4.16099977
10.89099979	-1.028	4.21000004
11.01274967	-1.02550006	4.1307497
11.06599998	-1.03875005	4.15049982
10.9715004	-0.97624999	4.12349987
11.00724983	-0.98675001	4.16400003
11.06925011	-0.97750002	4.13499975
10.98674965	-1.06700003	4.17175007
10.9972496	-0.96149999	4.21150017
11.06925011	-0.96249998	4.18549967
10.95349979	-0.97375	4.24199963
11.11474991	-1.17349994	4.16274977
11.16674995	-1.19649994	4.12474966
11.16600037	-1.15550005	4.16599989
11.16250038	-1.09850001	4.17124987
11.17199993	-1.12150002	4.21549988
11.20849991	-1.18875003	4.15749979
11.28724957	-1.15799999	4.19749975
11.11975002	-0.977	4.20074987
11.28149986	-0.96324998	4.14449978
11.24600029	-1.10549998	4.25049973
11.25249958	-1.17174995	4.35899973
11.26099968	-1.12450004	4.32200003
11.20699978	-1.06299996	4.2579999
11.23025036	-1.03075004	4.29199982
11.21625042	-1.07474995	4.32699966
11.25800037	-1.04024994	4.35374975
11.30099964	-1.06624997	4.34049988
11.25475025	-0.98275	4.33399963
11.30325031	-0.98799998	4.35374975
10.95925045	-1.449	4.42249966
11.04349995	-1.44299996	4.39974976
10.97099972	-1.26625001	4.47924995
10.85525036	-1.40900004	4.59424973
10.88799953	-1.45474994	4.60299969
10.91549969	-1.41199994	4.5994997
10.83899975	-1.36899996	4.56299973
10.87574959	-1.36074996	4.6107502
10.91625023	-1.35874999	4.57424974
10.90124989	-1.30624998	4.56549978
10.9402504	-1.26475	4.6107502
10.91275024	-1.21924996	4.61299992
10.97424984	-1.3355	4.56749964
11.19149971	-1.25024998	4.47174978
11.20300007	-1.30350006	4.46674967
11.20224953	-1.36000001	4.49249983
11.16825008	-1.28775001	4.50775003
11.16425037	-1.2335	4.51774979
11.09325027	-1.26349998	4.57149982
10.97000027	-0.99624997	4.42275
11.02175045	-0.99400002	4.41575003
10.99975014	-0.96149999	4.45674992
11.06050014	-0.98049998	4.44974995
10.86575031	-1.1875	4.61324978
10.97500038	-1.14475	4.60399961
10.90750027	-1.08200002	4.60199976
11.10274982	-1.13425004	4.42275
11.15250015	-1.13024998	4.38824987
11.1875	-1.09325004	4.40700006
11.12849998	-1.19850004	4.45749998
11.13500023	-1.13475001	4.46549988
11.18675041	-1.13975	4.44474983
11.1647501	-1.09000003	4.47424984
11.23849964	-1.13	4.38999987
11.30725002	-1.09850001	4.38749981
11.21350002	-1.09449995	4.45024967
11.10599995	-1.08050001	4.41974974
11.18400002	-1.03225005	4.3659997
11.09875011	-1.03375006	4.47899961
11.30000019	-1.05799997	4.4199996
11.27099991	-1.06324995	4.46574974
11.32750034	-1.0575	4.47174978
11.25450039	-0.96174997	4.44000006
11.26825047	-1.00674999	4.48474979
11.14850044	-1.15425003	4.51774979
11.19075012	-1.12374997	4.50924969
11.21275043	-1.21074998	4.51674986
11.28899956	-1.10074997	4.51149988
11.32050037	-1.13874996	4.54299974
11.28674984	-1.19099998	4.60224962
11.16125011	-1.08274996	4.54075003
11.21924973	-1.04725003	4.49924994
11.3267498	-1.05925	4.53174973
11.32625008	-0.97874999	4.50749969
11.28474998	-1.05974996	4.56675005
11.32750034	-1.04949999	4.59424973
11.32225037	-1.00724995	4.56349993
11.30249977	-1.00849998	4.61275005
7.21575022	-0.67799997	2.04649997
7.17875004	-0.57824999	2.03199983
7.15275002	-0.52875	2.05075002
7.23175001	-0.57225001	2.01224995
7.22249985	-0.52375001	2.00125003
7.22749996	-0.54325002	2.05449986
7.16674995	-0.479	2.05324984
7.21350002	-0.47075	2.01349998
7.21325016	-0.6275	2.07599998
7.23175001	-0.54974997	2.11625004
7.18249989	-0.51899999	2.09500003
7.22524977	-0.49349999	2.05924988
7.20200014	-0.45500001	2.08449984
7.22700024	-0.49875	2.11849999
7.21750021	-0.47975001	2.18099999
7.23150015	-0.55274999	2.20799994
7.20900011	-0.50524998	2.24374986
7.21150017	-0.546	2.2897501
7.23050022	-0.40975001	2.05949998
7.22200012	-0.39700001	2.11724997
6.95949984	-0.8035	2.94924998
6.92525005	-0.76824999	2.93124986
6.97524977	-0.75650001	2.92999983
6.94449997	-0.71525002	2.92275
6.97399998	-0.84875	2.97924995
6.95475006	-0.87374997	3.06024981
6.82299995	-0.72600001	3.04274988
6.97300005	-0.7475	2.98074985
6.88149977	-0.74475002	3.04274988
6.90924978	-0.70649999	3.05999994
6.96474981	-0.75099999	3.03324986
7.02874994	-0.86575001	2.91799998
7.07299995	-0.83275002	2.92724991
7.04750013	-0.77625	2.88699985
7.09775019	-0.7755	2.87824988
7.06949997	-0.72549999	2.87625003
7.0852499	-0.77200001	2.92925
7.09574986	-0.70499998	2.91674995
7.14524984	-0.80049998	2.93374991
7.12949991	-0.74425	2.92724991
7.16699982	-0.71474999	2.95099998
7.23175001	-0.7615	2.91275001
7.00524998	-0.91149998	2.99850011
7.03950024	-0.85974997	2.97899985
7.0942502	-0.84974998	2.97199988
7.00174999	-0.84850001	3.06574988
7.10274982	-0.87300003	3.02824998
7.05800009	-0.85149997	3.05250001
7.13549995	-0.90574998	3.00249982
7.16650009	-0.85925001	2.99799991
7.21325016	-0.84149998	2.99099994
7.13749981	-0.89275002	3.06024981
7.01074982	-0.80500001	2.95699978
7.03200006	-0.80975002	3.00374985
7.09800005	-0.796	2.98024988
7.02699995	-0.75774997	2.97399998
7.09299994	-0.73799998	2.97024989
7.08699989	-0.70525002	3.00825
7.00874996	-0.77724999	3.0619998
7.1022501	-0.80524999	3.0309999
7.06374979	-0.77025002	3.02874994
7.01599979	-0.745	3.0224998
7.03249979	-0.72799999	3.06900001
7.10249996	-0.74225003	3.05224991
7.16025019	-0.80874997	3.00299978
7.20424986	-0.78175002	2.99249983
7.13549995	-0.76125002	3.00099993
7.15924978	-0.70574999	3.01099992
7.21199989	-0.72049999	3.01125002
7.12699986	-0.78500003	3.06949997
7.20975018	-0.81674999	3.03799987
7.17700005	-0.76875001	3.0392499
7.16625023	-0.72324997	3.06900001
7.21124983	-0.76375002	3.079
6.95849991	-0.66850001	2.93424988
6.82299995	-0.65100002	3.01074982
6.83725023	-0.68024999	3.0625
6.83850002	-0.61150002	3.03874993
6.89424992	-0.64999998	3.0454998
6.95774984	-0.67474997	3.04099989
6.88175011	-0.61049998	3.07599998
6.93300009	-0.62725002	3.07849979
6.84000015	-0.54650003	3.02349997
6.83675003	-0.51875001	3.0687499
6.90250015	-0.54949999	3.03674984
6.85325003	-0.56950003	3.0710001
6.89324999	-0.5205	3.07725
6.91949987	-0.57450002	3.079
6.86250019	-0.49000001	3.02674985
6.90724993	-0.4725	3.046
6.96099997	-0.46575001	3.0457499
7.09250021	-0.66175002	2.87074995
7.07824993	-0.61374998	2.88499999
7.09950018	-0.57749999	2.92224979
7.14725018	-0.67675	2.88625002
7.12849998	-0.58324999	2.86124992
7.12349987	-0.6415	2.91499996
7.18949986	-0.64300001	2.91799998
7.1477499	-0.58600003	2.90799999
7.22550011	-0.61624998	2.94024992
7.08300018	-0.52025002	2.86949992
7.07574987	-0.5345	2.94799995
7.14874983	-0.52625	2.86824989
7.0999999	-0.65799999	2.99674988
6.99224997	-0.70125002	3.01550007
7.0687499	-0.69099998	3.06274986
7.08925009	-0.62650001	3.07624984
7.15075016	-0.662	2.97074986
7.2267499	-0.66649997	2.97974992
7.14174986	-0.61400002	2.95724988
7.15824986	-0.63075	3.0144999
7.15924978	-0.58099997	2.99049997
7.20975018	-0.59675002	3.00299978
7.12225008	-0.6925	3.04474998
7.13474989	-0.6505	3.0710001
7.19075012	-0.60299999	3.04899979
7.00425005	-0.51625001	3.079
7.03950024	-0.47549999	3.06499982
7.1954999	-0.51999998	2.97199988
7.13149977	-0.50150001	3.07800007
6.95625019	-0.42124999	3.07774997
6.99525023	-0.37900001	3.05849981
6.87375021	-0.83899999	3.13699985
6.92299986	-0.87225002	3.15399981
6.84574986	-0.70450002	3.1082499
6.84724998	-0.76800001	3.13774991
6.96425009	-0.82075	3.08974981
6.95050001	-0.77525002	3.1099999
6.88600016	-0.75674999	3.09399986
6.87799978	-0.72775	3.14050007
6.93900013	-0.71974999	3.11025
6.90500021	-0.78775001	3.14424992
6.96575022	-0.76875001	3.1624999
6.95499992	-0.81800002	3.20524979
6.92974997	-0.77074999	3.19974995
6.93424988	-0.708	3.15899992
6.97200012	-0.73750001	3.20149994
6.90899992	-0.70599997	3.21324992
6.95225	-0.72149998	3.24699998
6.91074991	-0.70950001	3.2895
6.98675013	-0.86650002	3.1162498
7.03725004	-0.86500001	3.12924981
7.09924984	-0.86500001	3.10599995
7.15124989	-0.86124998	3.10249996
7.00124979	-0.8175	3.12724996
7.03824997	-0.77824998	3.11424994
7.09025002	-0.81099999	3.10624981
6.99100018	-0.74049997	3.10500002
7.09049988	-0.75550002	3.10699987
7.10375023	-0.70424998	3.10099983
7.01949978	-0.80975002	3.17349982
7.06799984	-0.80549997	3.15549994
7.04400015	-0.77399999	3.20474982
7.10150003	-0.78500003	3.19499993
7.03149986	-0.73650002	3.15074992
6.99025011	-0.70625001	3.15399981
7.07000017	-0.72825003	3.19049978
7.125	-0.7845	3.13424993
7.16599989	-0.75400001	3.12249994
7.2017498	-0.72025001	3.10899997
7.1567502	-0.79400003	3.18099999
7.11899996	-0.73100001	3.14649987
7.15100002	-0.71350002	3.20674992
7.07450008	-0.91500002	3.30974984
7.08974981	-0.852	3.31824994
7.15775013	-0.91250002	3.20875001
7.23024988	-0.90100002	3.25825
7.13474989	-0.83749998	3.2577498
7.19150019	-0.87599999	3.23549986
7.22924995	-0.83625001	3.25199986
7.1624999	-0.91500002	3.30224991
7.22300005	-0.94450003	3.30049992
7.12274981	-0.8915	3.33399987
7.14074993	-0.84875	3.31324983
7.19474983	-0.83749998	3.29775
7.18575001	-0.88050002	3.33349991
7.00150013	-0.78299999	3.24474978
7.03299999	-0.74699998	3.26499987
7.01249981	-0.70599997	3.24099994
7.02449989	-0.72474998	3.32550001
7.14349985	-0.792	3.23574996
7.18349981	-0.78149998	3.26949978
7.11625004	-0.74800003	3.2267499
7.21775007	-0.75075001	3.24874997
7.15625	-0.801	3.32974982
7.2107501	-0.80075002	3.32774997
7.12725019	-0.73100001	3.29775
7.19724989	-0.73825002	3.30199981
6.77524996	-0.67500001	3.10899997
6.8119998	-0.64174998	3.09375
6.84525013	-0.616	3.15924978
6.89300013	-0.6785	3.1017499
6.94049978	-0.65775001	3.12949991
6.90150023	-0.61624998	3.12674999
6.97399998	-0.58574998	3.0855
6.94724989	-0.60149997	3.14299989
6.90850019	-0.64349997	3.16874981
6.97125006	-0.65399998	3.17149997
6.88950014	-0.59574997	3.17374992
6.97300005	-0.61799997	3.20674992
6.93825006	-0.57625002	3.20674992
6.84200001	-0.54500002	3.19024992
6.90450001	-0.56075001	3.13774991
6.9437499	-0.53275001	3.102
6.97300005	-0.52174997	3.1412499
6.94350004	-0.48175001	3.10925007
6.87174988	-0.51924998	3.14824986
6.89599991	-0.54525	3.19049978
6.94175005	-0.51749998	3.2017498
6.90875006	-0.48100001	3.14874983
6.89375019	-0.484	3.19949985
6.94224977	-0.45375001	3.17999983
6.84250021	-0.59149998	3.22124982
6.89750004	-0.64974999	3.23525
6.95349979	-0.67325002	3.21700001
6.94824982	-0.67299998	3.26674986
6.88850021	-0.57700002	3.23824978
6.92250013	-0.62449998	3.27049994
6.95825005	-0.58875	3.25424981
7.02799988	-0.67224997	3.09299994
7.01525021	-0.64375001	3.1329999
7.00575018	-0.58399999	3.13325
7.08774996	-0.57950002	3.10649991
7.03900003	-0.68024999	3.15899992
7.10099983	-0.68924999	3.17724991
7.03824997	-0.59399998	3.1724999
7.07175016	-0.63300002	3.16100001
7.09649992	-0.58125001	3.15750003
7.09399986	-0.60900003	3.20050001
7.15350008	-0.68449998	3.11124992
7.1482501	-0.611	3.11074996
7.20599985	-0.60100001	3.11500001
7.13049984	-0.64399999	3.19849992
7.0392499	-0.51225001	3.11849999
6.99774981	-0.46175	3.09149981
7.0942502	-0.48374999	3.10949993
7.03275013	-0.52899998	3.16599989
6.99324989	-0.55299997	3.19974995
7.06400013	-0.56050003	3.20574999
7.03649998	-0.47725001	3.17399979
7.09749985	-0.50225002	3.1789999
7.15175009	-0.54549998	3.20300007
6.99924994	-0.65625	3.23749995
7.07649994	-0.65675002	3.21149993
7.06675005	-0.70349997	3.25024986
7.04899979	-0.65625	3.26249981
7.03000021	-0.61025	3.21924996
7.00775003	-0.58674997	3.27074981
7.07725	-0.611	3.25899982
7.00925016	-0.6595	3.30174994
7.06949997	-0.68150002	3.31499982
7.04799986	-0.61624998	3.31424999
7.1795001	-0.64099997	3.22299981
7.13399982	-0.61150002	3.23899984
7.17474985	-0.58125001	3.23774981
7.11350012	-0.65224999	3.29049993
7.15749979	-0.70074999	3.32849979
7.12174988	-0.60149997	3.28699994
7.02400017	-0.52625	3.23599982
7.10349989	-0.56024998	3.25724983
7.0619998	-0.49825001	3.21749997
7.0545001	-0.56575	3.29449987
7.1624999	-0.49649999	3.21374989
7.11999989	-0.92524999	3.39874983
7.18324995	-0.90450001	3.3829999
7.15924978	-0.83225	3.3829999
7.22825003	-0.85399997	3.34099984
7.23150015	-0.88325	3.38499999
7.22625017	-0.833	3.38674998
7.22800016	-0.92175001	3.42624998
7.15775013	-0.88499999	3.42474985
7.22875023	-0.86549997	3.44649982
7.14874983	-0.77074999	3.37749982
7.22599983	-0.77724999	3.37649989
7.20949984	-0.71074998	3.34549999
7.21549988	-0.91100001	3.48650002
7.03649998	-0.41850001	3.09624982
7.09800005	-0.41475001	3.09674978
7.07200003	-0.435	3.16499996
7.15224981	-0.43525001	3.11449981
7.12200022	-0.43149999	3.18049979
7.22975016	0.41600001	3.51274991
6.96199989	-0.72175002	3.75
6.92649984	-0.71149999	3.79375005
6.93625021	-0.71275002	3.84549999
7.09075022	-0.70450002	3.71724987
7.16699982	-0.70775002	3.67474985
7.0687499	-0.84100002	3.81299996
7.10150003	-0.77100003	3.73149991
7.00699997	-0.72275001	3.77699995
7.0545001	-0.70775002	3.76674986
7.03900003	-0.7845	3.78974986
7.03525019	-0.80425	3.83625007
7.09124994	-0.801	3.7874999
7.00524998	-0.72375	3.82774997
7.09124994	-0.71525002	3.81500006
7.0562501	-0.75225002	3.84675002
7.11775017	-0.7335	3.77174997
7.11724997	-0.81699997	3.8287499
6.89524984	-0.4835	3.71875
6.96150017	-0.50424999	3.7184999
6.90350008	-0.64850003	3.78049994
6.954	-0.67199999	3.74924994
6.89900017	-0.59675002	3.76550007
6.95424986	-0.60374999	3.74199986
6.9545002	-0.63375002	3.78274989
6.89099979	-0.662	3.84675002
6.96299982	-0.67549998	3.80949998
6.95125008	-0.64074999	3.84599996
6.93249989	-0.5485	3.74674988
6.9749999	-0.53074998	3.77900004
6.90549994	-0.49775001	3.77699995
6.94099998	-0.46474999	3.74650002
6.97324991	-0.4765	3.78299999
6.86025	-0.50400001	3.80299997
7.07149982	-0.67699999	3.68000007
7.09674978	-0.61000001	3.71749997
7.20324993	-0.67250001	3.64724994
7.1187501	-0.65474999	3.66599989
7.13875008	-0.68875003	3.71775007
7.16575003	-0.64775002	3.70000005
7.13450003	-0.57924998	3.6789999
7.18200016	-0.59750003	3.7102499
7.06799984	-0.51599997	3.63899994
7.03275013	-0.537	3.67774987
6.98549986	-0.56950003	3.71475005
