X	Y	Z
7.739	-1.872	3.503
7.673	-1.931	3.574
7.737	-1.938	3.557
7.672	-1.865	3.550
7.632	-1.895	3.586
7.741	-1.865	3.554
7.677	-1.730	3.508
7.649	-1.803	3.541
7.706	-1.822	3.537
7.679	-1.761	3.553
7.631	-1.735	3.546
7.742	-1.765	3.535
7.720	-1.751	3.582
7.291	-1.625	3.358
7.338	-1.601	3.347
7.399	-1.612	3.372
7.403	-1.613	3.428
7.250	-1.554	3.359
7.308	-1.538	3.360
7.358	-1.549	3.365
7.270	-1.506	3.369
7.332	-1.479	3.394
7.333	-1.498	3.447
7.402	-1.554	3.398
7.469	-1.569	3.387
7.425	-1.538	3.448
7.383	-1.508	3.420
7.413	-1.472	3.400
7.484	-1.501	3.428
7.720	-1.699	3.488
7.741	-1.666	3.522
7.663	-1.621	3.500
7.741	-1.605	3.517
7.673	-1.669	3.531
7.719	-1.712	3.539
7.732	-1.697	3.590
7.719	-1.633	3.584
7.643	-1.570	3.507
7.672	-1.595	3.569
7.997	-1.902	3.084
7.917	-1.833	3.097
7.960	-1.765	3.110
7.786	-1.953	3.289
7.944	-1.902	3.285
8.119	-1.942	3.186
8.223	-1.965	3.174
8.140	-1.875	3.161
8.198	-1.866	3.166
8.023	-1.801	3.108
8.097	-1.731	3.142
8.221	-1.799	3.140
8.233	-1.752	3.124
7.838	-1.667	3.111
7.897	-1.697	3.106
7.944	-1.707	3.086
7.938	-1.665	3.116
7.884	-1.641	3.101
7.999	-1.610	3.086
7.988	-1.659	3.118
7.965	-1.673	3.168
7.960	-1.615	3.151
7.841	-1.488	3.087
7.984	-1.559	3.120
7.900	-1.518	3.109
7.959	-1.472	3.097
7.946	-1.513	3.139
8.000	-1.496	3.131
7.929	-1.541	3.206
7.965	-1.634	3.332
7.898	-1.575	3.318
7.913	-1.503	3.305
7.999	-1.515	3.334
8.061	-1.693	3.086
8.118	-1.684	3.142
8.054	-1.630	3.099
8.105	-1.610	3.110
8.199	-1.675	3.102
8.159	-1.635	3.124
8.255	-1.653	3.094
8.256	-1.636	3.151
8.042	-1.558	3.110
8.102	-1.556	3.121
8.050	-1.477	3.138
8.076	-1.516	3.103
8.115	-1.486	3.117
8.004	-1.577	3.182
8.125	-1.536	3.169
8.038	-1.521	3.176
8.101	-1.492	3.165
8.154	-1.589	3.084
8.153	-1.569	3.133
8.220	-1.587	3.137
8.196	-1.543	3.136
8.210	-1.484	3.142
8.247	-1.551	3.175
8.158	-1.472	3.172
8.189	-1.516	3.180
8.153	-1.625	3.219
8.096	-1.506	3.235
8.056	-1.541	3.333
8.032	-1.484	3.295
8.068	-1.523	3.279
8.156	-1.570	3.213
8.222	-1.554	3.228
8.152	-1.496	3.222
8.211	-1.486	3.223
8.182	-1.551	3.279
7.775	-1.934	3.494
7.857	-1.948	3.493
7.786	-1.890	3.521
7.806	-1.964	3.541
7.784	-1.972	3.586
7.852	-1.942	3.543
7.762	-1.906	3.590
7.822	-1.899	3.557
7.859	-1.863	3.543
7.906	-1.941	3.589
7.916	-1.889	3.556
7.787	-1.835	3.466
7.767	-1.828	3.519
7.870	-1.810	3.519
7.798	-1.779	3.494
7.806	-1.843	3.556
7.760	-1.820	3.572
7.805	-1.802	3.584
7.867	-1.816	3.576
7.797	-1.766	3.547
7.859	-1.765	3.551
7.838	-1.730	3.590
7.897	-1.760	3.515
7.935	-1.798	3.533
7.929	-1.746	3.552
7.888	-1.748	3.591
8.243	-1.961	3.583
7.833	-1.625	3.396
7.836	-1.709	3.460
7.818	-1.663	3.445
7.809	-1.601	3.438
7.898	-1.638	3.366
7.933	-1.602	3.357
7.992	-1.604	3.371
7.872	-1.622	3.461
7.929	-1.617	3.459
7.949	-1.615	3.413
7.979	-1.624	3.458
7.775	-1.555	3.382
7.832	-1.551	3.385
7.846	-1.540	3.435
7.795	-1.525	3.428
7.803	-1.475	3.446
7.858	-1.492	3.414
7.910	-1.569	3.430
7.999	-1.571	3.417
7.970	-1.548	3.463
7.896	-1.524	3.451
7.938	-1.495	3.462
7.794	-1.623	3.510
7.842	-1.649	3.499
7.795	-1.716	3.539
7.780	-1.670	3.587
7.859	-1.709	3.542
7.847	-1.665	3.568
7.775	-1.617	3.559
7.833	-1.617	3.544
7.887	-1.670	3.526
7.942	-1.666	3.477
7.911	-1.602	3.507
7.877	-1.698	3.591
7.944	-1.717	3.590
7.931	-1.635	3.553
7.883	-1.601	3.548
7.977	-1.603	3.582
7.840	-1.590	3.497
7.847	-1.479	3.495
7.756	-1.547	3.557
7.806	-1.561	3.535
7.791	-1.571	3.590
7.849	-1.546	3.586
7.772	-1.508	3.591
7.832	-1.506	3.555
7.936	-1.539	3.515
7.893	-1.507	3.509
7.997	-1.511	3.518
7.967	-1.537	3.577
7.911	-1.513	3.557
7.950	-1.491	3.533
8.024	-1.645	3.349
8.059	-1.612	3.384
8.103	-1.641	3.398
8.020	-1.640	3.434
8.014	-1.546	3.375
8.053	-1.576	3.430
8.051	-1.529	3.457
8.043	-1.577	3.512
8.105	-1.575	3.518
7.294	-1.449	3.119
7.337	-1.408	3.127
7.296	-1.372	3.099
7.259	-1.347	3.175
7.315	-1.394	3.201
7.408	-1.453	3.100
7.389	-1.358	3.104
7.422	-1.407	3.118
7.481	-1.390	3.104
7.392	-1.447	3.154
7.484	-1.345	3.151
7.341	-1.288	3.122
7.398	-1.290	3.140
7.405	-1.248	3.110
7.467	-1.247	3.109
7.463	-1.301	3.165
7.434	-1.253	3.166
7.488	-1.217	3.148
7.264	-1.448	3.257
7.319	-1.418	3.270
7.251	-1.385	3.207
7.264	-1.441	3.310
7.315	-1.424	3.328
7.359	-1.431	3.304
7.249	-1.384	3.283
7.325	-1.362	3.282
7.353	-1.345	3.334
7.487	-1.430	3.251
7.400	-1.389	3.215
7.405	-1.392	3.270
7.452	-1.409	3.290
7.390	-1.389	3.335
7.453	-1.344	3.288
7.403	-1.274	3.268
7.486	-1.288	3.316
7.417	-1.234	3.301
7.477	-1.235	3.332
7.521	-1.448	3.131
7.589	-1.436	3.089
7.552	-1.410	3.114
7.551	-1.351	3.140
7.610	-1.366	3.086
7.500	-1.444	3.191
7.549	-1.441	3.205
7.614	-1.436	3.174
7.528	-1.380	3.206
7.633	-1.457	3.104
7.710	-1.443	3.097
7.663	-1.382	3.102
7.714	-1.365	3.096
7.714	-1.351	3.201
7.515	-1.342	3.090
7.604	-1.315	3.109
7.551	-1.235	3.110
7.541	-1.280	3.138
7.591	-1.256	3.134
7.514	-1.316	3.181
7.498	-1.265	3.166
7.585	-1.217	3.172
7.654	-1.309	3.095
7.657	-1.225	3.137
7.566	-1.412	3.257
7.585	-1.380	3.214
7.592	-1.433	3.303
7.630	-1.352	3.222
7.576	-1.217	3.221
7.533	-1.306	3.333
7.524	-1.248	3.318
7.569	-1.224	3.286
7.623	-1.238	3.223
7.659	-1.257	3.270
7.659	-1.238	3.330
7.723	-1.265	3.286
7.732	-1.222	3.330
7.454	-1.189	3.106
7.474	-1.155	3.137
7.398	-1.120	3.136
7.442	-1.125	3.113
7.477	-1.094	3.139
7.403	-1.196	3.156
7.448	-1.171	3.180
7.437	-1.102	3.175
7.483	-1.130	3.196
7.286	-1.007	3.128
7.339	-1.019	3.137
7.353	-0.967	3.127
7.259	-0.961	3.162
7.276	-1.006	3.192
7.317	-0.981	3.174
7.367	-1.064	3.087
7.421	-1.070	3.103
7.479	-1.082	3.085
7.466	-1.040	3.117
7.449	-0.973	3.106
7.385	-1.028	3.171
7.462	-1.047	3.172
7.417	-0.987	3.156
7.380	-0.979	3.205
7.483	-0.984	3.144
7.482	-0.995	3.195
7.399	-1.186	3.245
7.461	-1.198	3.264
7.402	-1.117	3.252
7.452	-1.149	3.259
7.385	-1.191	3.316
7.438	-1.172	3.302
7.481	-1.185	3.330
7.473	-1.134	3.330
7.256	-1.051	3.248
7.328	-1.026	3.228
7.295	-0.964	3.219
7.283	-0.998	3.264
7.351	-0.995	3.260
7.294	-0.994	3.315
7.368	-1.060	3.234
7.423	-1.049	3.239
7.409	-1.000	3.254
7.409	-1.024	3.324
7.378	-0.961	3.286
7.414	-0.966	3.320
7.542	-1.187	3.124
7.589	-1.182	3.108
7.514	-1.142	3.103
7.535	-1.096	3.082
7.567	-1.133	3.117
7.615	-1.141	3.132
7.573	-1.156	3.182
7.520	-1.099	3.174
7.579	-1.101	3.166
7.740	-1.115	3.104
7.640	-1.184	3.162
7.634	-1.095	3.145
7.645	-1.145	3.207
7.730	-1.117	3.206
7.540	-1.030	3.092
7.533	-1.074	3.131
7.580	-1.056	3.139
7.519	-0.975	3.110
7.544	-1.015	3.139
7.611	-1.015	3.135
7.572	-0.970	3.142
7.528	-1.059	3.204
7.600	-1.067	3.206
7.573	-1.030	3.183
7.698	-1.083	3.111
7.714	-1.028	3.115
7.625	-0.988	3.085
7.708	-0.965	3.095
7.644	-1.045	3.161
7.687	-1.079	3.175
7.739	-1.064	3.155
7.681	-1.034	3.206
7.733	-1.042	3.203
7.705	-1.008	3.162
7.525	-1.207	3.211
7.575	-1.171	3.243
7.532	-1.133	3.221
7.594	-1.120	3.219
7.613	-1.137	3.270
7.571	-1.097	3.263
7.501	-1.156	3.284
7.549	-1.196	3.326
7.524	-1.144	3.330
7.613	-1.090	3.298
7.656	-1.203	3.236
7.706	-1.208	3.251
7.649	-1.090	3.239
7.678	-1.147	3.259
7.696	-1.187	3.302
7.665	-1.098	3.286
7.720	-1.124	3.293
7.712	-1.092	3.335
7.517	-1.007	3.238
7.543	-1.040	3.286
7.658	-1.034	3.252
7.711	-1.075	3.270
7.711	-1.025	3.247
7.659	-0.984	3.241
7.646	-1.041	3.303
7.722	-1.046	3.309
7.678	-0.972	3.290
7.730	-0.996	3.306
7.353	-1.423	3.361
7.276	-1.395	3.351
7.295	-1.344	3.349
7.270	-1.361	3.394
7.311	-1.401	3.395
7.327	-1.347	3.398
7.392	-1.446	3.338
7.442	-1.448	3.350
7.484	-1.413	3.350
7.405	-1.398	3.382
7.396	-1.348	3.379
7.457	-1.362	3.395
7.369	-1.442	3.425
7.420	-1.440	3.442
7.458	-1.446	3.408
7.420	-1.321	3.342
7.361	-1.295	3.389
7.485	-1.286	3.385
7.370	-1.231	3.389
7.422	-1.255	3.403
7.475	-1.250	3.429
7.471	-1.233	3.492
7.526	-1.365	3.388
7.510	-1.461	3.405
7.632	-1.410	3.372
7.707	-1.418	3.396
7.543	-1.314	3.388
7.549	-1.237	3.366
7.512	-1.217	3.396
7.609	-1.218	3.395
7.540	-1.281	3.427
7.573	-1.321	3.430
7.605	-1.281	3.418
7.519	-1.233	3.446
7.563	-1.233	3.420
7.506	-1.296	3.465
7.606	-1.296	3.473
7.535	-1.265	3.494
7.578	-1.217	3.473
7.604	-1.222	3.520
7.636	-1.233	3.475
7.398	-1.164	3.383
7.454	-1.167	3.381
7.408	-1.117	3.362
7.423	-1.202	3.428
7.473	-1.153	3.427
7.416	-1.095	3.462
7.484	-1.094	3.420
7.296	-1.033	3.359
7.359	-1.056	3.371
7.279	-0.994	3.386
7.343	-1.002	3.379
7.311	-1.034	3.428
7.288	-0.998	3.455
7.317	-0.973	3.415
7.359	-1.018	3.433
7.389	-0.982	3.397
7.450	-1.053	3.419
7.485	-1.013	3.410
7.466	-1.178	3.498
7.458	-1.128	3.469
7.478	-1.123	3.516
7.487	-1.195	3.543
7.433	-1.194	3.583
7.477	-1.155	3.584
7.418	-1.122	3.554
7.468	-1.089	3.565
7.471	-1.072	3.477
7.477	-1.028	3.501
7.451	-0.983	3.488
7.470	-0.993	3.541
7.466	-1.024	3.587
7.506	-1.170	3.374
7.559	-1.165	3.382
7.506	-1.090	3.364
7.603	-1.145	3.396
7.615	-1.093	3.394
7.529	-1.178	3.423
7.603	-1.189	3.438
7.573	-1.155	3.459
7.516	-1.137	3.454
7.532	-1.088	3.442
7.576	-1.111	3.426
7.615	-1.105	3.463
7.720	-1.158	3.344
7.689	-1.156	3.385
7.660	-1.099	3.337
7.732	-1.120	3.377
7.686	-1.088	3.382
7.659	-1.165	3.444
7.742	-1.171	3.406
7.677	-1.110	3.432
7.716	-1.131	3.457
7.543	-1.024	3.344
7.536	-1.054	3.399
7.526	-0.971	3.342
7.515	-1.037	3.454
7.579	-1.058	3.452
7.548	-1.006	3.414
7.521	-0.962	3.421
7.608	-1.008	3.430
7.568	-0.995	3.463
7.609	-0.964	3.456
7.739	-1.068	3.374
7.693	-1.026	3.389
7.699	-0.984	3.350
7.742	-0.985	3.379
7.644	-1.044	3.418
7.662	-1.029	3.463
7.729	-1.059	3.423
7.669	-0.994	3.423
7.731	-0.964	3.428
7.709	-1.018	3.446
7.519	-1.190	3.490
7.565	-1.176	3.505
7.537	-1.105	3.492
7.599	-1.113	3.520
7.546	-1.208	3.541
7.536	-1.153	3.540
7.611	-1.172	3.542
7.564	-1.167	3.589
7.512	-1.089	3.539
7.542	-1.117	3.578
7.598	-1.127	3.570
7.655	-1.117	3.493
7.664	-1.148	3.537
7.639	-1.097	3.556
7.687	-1.091	3.579
7.547	-1.051	3.492
7.608	-1.065	3.493
7.523	-1.012	3.525
7.577	-1.013	3.520
7.562	-1.082	3.541
7.599	-1.049	3.559
7.513	-0.961	3.532
7.517	-0.994	3.575
7.593	-0.975	3.558
7.656	-1.066	3.509
7.700	-1.037	3.501
7.653	-0.975	3.481
7.742	-1.008	3.491
7.658	-1.039	3.576
7.737	-1.030	3.589
7.665	-0.990	3.590
7.806	-1.435	3.104
7.764	-1.421	3.130
7.786	-1.368	3.141
7.782	-1.431	3.181
7.912	-1.432	3.099
7.953	-1.419	3.141
7.903	-1.389	3.128
7.995	-1.403	3.111
7.961	-1.369	3.136
7.911	-1.457	3.146
7.913	-1.368	3.174
7.781	-1.338	3.099
7.774	-1.281	3.102
7.804	-1.234	3.096
7.911	-1.342	3.107
7.959	-1.310	3.139
7.997	-1.283	3.115
7.951	-1.231	3.117
7.975	-1.245	3.181
8.075	-1.429	3.132
8.051	-1.349	3.126
8.127	-1.397	3.109
8.043	-1.411	3.205
8.126	-1.424	3.159
8.078	-1.444	3.189
8.063	-1.370	3.178
8.116	-1.365	3.171
8.174	-1.401	3.135
8.229	-1.354	3.104
8.232	-1.398	3.143
8.189	-1.434	3.187
8.251	-1.444	3.206
8.054	-1.304	3.102
8.057	-1.250	3.126
8.063	-1.296	3.172
8.040	-1.255	3.194
8.096	-1.248	3.167
8.169	-1.282	3.139
8.212	-1.321	3.141
8.015	-1.447	3.231
8.056	-1.454	3.261
8.127	-1.444	3.224
8.107	-1.396	3.236
8.097	-1.430	3.289
8.159	-1.449	3.271
8.207	-1.424	3.266
8.137	-1.358	3.220
8.163	-1.390	3.266
8.250	-1.360	3.231
8.191	-1.385	3.311
8.222	-1.351	3.282
8.089	-1.280	3.225
8.115	-1.234	3.319
8.158	-1.315	3.240
8.200	-1.285	3.241
8.159	-1.255	3.230
8.251	-1.268	3.223
7.870	-1.161	3.095
7.853	-1.092	3.104
7.788	-1.122	3.155
7.797	-1.097	3.200
7.845	-1.106	3.190
7.991	-1.189	3.101
7.953	-1.158	3.126
7.909	-1.109	3.122
7.978	-1.106	3.142
7.911	-1.156	3.173
7.992	-1.171	3.156
7.959	-1.125	3.205
7.989	-1.089	3.188
7.772	-1.043	3.122
7.819	-1.054	3.134
7.869	-0.968	3.124
7.791	-1.043	3.174
7.763	-1.003	3.158
7.804	-0.972	3.154
7.807	-1.002	3.206
7.753	-0.965	3.194
7.854	-0.995	3.184
7.883	-1.050	3.101
7.931	-1.038	3.124
7.981	-1.054	3.123
7.918	-0.981	3.132
7.920	-1.043	3.178
7.943	-0.992	3.174
7.990	-1.014	3.151
7.830	-1.126	3.254
7.799	-1.169	3.274
7.772	-1.096	3.274
7.767	-1.109	3.333
7.780	-1.063	3.236
7.861	-1.054	3.221
7.831	-1.044	3.264
7.768	-0.997	3.245
7.852	-0.961	3.231
7.814	-0.982	3.262
7.783	-1.053	3.303
7.832	-1.033	3.325
7.864	-0.981	3.277
7.925	-1.024	3.231
7.886	-1.038	3.269
7.980	-1.049	3.231
7.923	-0.988	3.267
7.945	-0.963	3.224
7.989	-1.008	3.268
7.933	-1.041	3.303
7.978	-1.042	3.325
7.998	-0.961	3.291
8.063	-1.188	3.109
8.059	-1.126	3.097
8.040	-1.095	3.137
8.097	-1.088	3.121
8.032	-1.201	3.193
8.060	-1.156	3.184
8.126	-1.192	3.156
8.047	-1.099	3.202
8.120	-1.125	3.158
8.180	-1.144	3.147
8.229	-1.117	3.171
8.005	-0.973	3.121
8.032	-1.050	3.174
8.102	-1.082	3.194
8.030	-0.979	3.193
8.083	-0.966	3.201
8.212	-1.011	3.143
8.148	-1.045	3.175
8.054	-1.132	3.253
8.006	-1.118	3.261
8.126	-1.133	3.218
8.087	-1.089	3.267
8.086	-1.094	3.317
8.154	-1.180	3.214
8.175	-1.107	3.211
8.156	-1.089	3.264
8.251	-1.125	3.221
8.130	-1.186	3.294
8.189	-1.105	3.318
8.031	-1.050	3.228
8.089	-1.029	3.232
8.036	-1.000	3.238
8.126	-0.999	3.270
8.076	-0.969	3.270
8.046	-1.071	3.292
8.053	-1.033	3.327
8.127	-1.067	3.328
8.046	-0.973	3.314
8.098	-0.994	3.319
8.167	-0.977	3.234
8.242	-1.019	3.269
8.194	-1.059	3.283
8.245	-1.071	3.318
8.188	-0.975	3.311
7.786	-1.436	3.410
7.852	-1.442	3.543
7.878	-1.467	3.582
7.797	-1.322	3.467
8.091	-1.293	3.348
7.769	-1.153	3.362
7.807	-1.164	3.393
7.799	-1.106	3.376
7.862	-1.092	3.374
7.834	-1.158	3.438
7.768	-1.120	3.428
7.822	-1.090	3.421
7.866	-1.107	3.442
7.909	-1.152	3.379
7.886	-1.171	3.454
7.964	-1.174	3.431
7.919	-1.096	3.444
7.793	-1.043	3.359
7.834	-1.045	3.389
7.791	-0.992	3.366
7.859	-0.993	3.381
7.780	-1.056	3.412
7.789	-1.025	3.455
7.772	-0.991	3.419
7.824	-1.000	3.422
7.838	-0.963	3.452
7.907	-1.032	3.395
7.955	-1.028	3.376
7.916	-1.007	3.349
7.891	-1.031	3.449
7.980	-1.041	3.418
7.930	-1.002	3.462
7.837	-1.077	3.469
7.858	-0.963	3.569
7.887	-0.973	3.467
8.040	-1.180	3.414
8.229	-1.166	3.365
8.216	-1.107	3.362
8.013	-1.044	3.373
8.009	-0.983	3.368
8.179	-1.058	3.375
8.243	-1.063	3.391
8.138	-1.007	3.349
8.169	-0.996	3.389
8.233	-0.969	3.362
8.239	-1.064	3.443
8.222	-1.012	3.428
8.251	-1.174	3.555
8.203	-1.106	3.557
8.234	-1.140	3.589
8.233	-0.971	3.527
8.219	-1.032	3.559
8.250	-1.084	3.563
8.257	-1.895	2.771
8.377	-1.897	2.819
8.476	-1.938	2.815
8.406	-1.875	2.783
8.475	-1.888	2.789
8.363	-1.809	2.787
8.285	-1.764	2.777
8.337	-1.763	2.782
8.436	-1.831	2.776
8.496	-1.837	2.786
8.411	-1.777	2.766
8.589	-1.861	2.740
8.548	-1.955	2.816
8.621	-1.960	2.784
8.528	-1.905	2.815
8.661	-1.962	2.751
8.646	-1.920	2.813
8.733	-1.983	2.776
8.686	-1.917	2.778
8.368	-1.495	2.589
8.286	-1.502	2.693
8.337	-1.475	2.694
8.271	-1.707	2.744
8.288	-1.598	2.722
8.278	-1.547	2.715
8.324	-1.513	2.725
8.503	-1.474	2.717
8.498	-1.524	2.754
8.478	-1.584	2.821
8.463	-1.537	2.806
8.509	-1.477	2.769
8.274	-1.939	2.856
8.468	-1.954	2.886
8.430	-1.933	2.928
8.439	-1.743	2.934
8.506	-1.761	2.932
8.462	-1.945	2.974
8.509	-1.868	2.977
8.503	-1.942	3.025
8.377	-1.737	2.980
8.370	-1.797	3.035
8.283	-1.743	3.039
8.383	-1.745	3.030
8.342	-1.788	3.077
8.346	-1.730	3.074
8.518	-1.924	2.886
8.595	-1.971	2.826
8.640	-1.958	2.849
8.599	-1.966	2.878
8.553	-1.965	2.909
8.548	-1.923	2.940
8.564	-1.866	2.917
8.598	-1.898	2.944
8.656	-1.913	2.870
8.645	-1.961	2.946
8.574	-1.824	2.943
8.575	-1.931	2.985
8.625	-1.936	2.987
8.575	-1.868	2.981
8.626	-1.860	2.964
8.563	-1.941	3.036
8.541	-1.896	3.062
8.604	-1.900	3.024
8.637	-1.859	3.050
8.696	-1.939	2.966
8.665	-1.960	3.014
8.731	-1.967	2.990
8.667	-1.893	2.966
8.655	-1.908	3.024
8.517	-1.818	2.965
8.639	-1.783	3.041
8.361	-1.696	2.899
8.381	-1.690	2.947
8.384	-1.634	2.944
8.409	-1.607	2.837
8.403	-1.647	2.875
8.448	-1.610	2.886
8.482	-1.657	2.849
8.424	-1.681	2.911
8.474	-1.686	2.914
8.310	-1.725	2.967
8.299	-1.699	3.072
8.318	-1.643	3.077
8.286	-1.602	3.078
8.356	-1.630	3.046
8.383	-1.541	2.982
8.301	-1.544	3.079
8.353	-1.582	3.027
8.368	-1.517	3.026
8.371	-1.479	3.064
8.390	-1.593	2.980
8.523	-1.717	2.859
9.083	-1.977	2.622
9.125	-1.961	2.599
9.039	-1.892	2.607
9.091	-1.919	2.594
9.150	-1.906	2.596
9.091	-1.876	2.622
9.144	-1.858	2.613
9.200	-1.875	2.590
9.116	-1.800	2.625
9.179	-1.824	2.591
9.198	-1.842	2.638
8.856	-1.637	2.662
8.934	-1.607	2.603
8.968	-1.640	2.624
8.903	-1.689	2.662
8.910	-1.617	2.647
8.876	-1.545	2.631
8.878	-1.497	2.616
8.863	-1.584	2.671
8.818	-1.517	2.678
8.872	-1.505	2.678
8.942	-1.554	2.610
8.983	-1.592	2.612
8.998	-1.543	2.612
8.955	-1.499	2.596
9.000	-1.487	2.630
9.017	-1.598	2.652
9.018	-1.537	2.669
8.927	-1.508	2.641
8.959	-1.480	2.676
9.023	-1.485	2.675
8.775	-1.533	2.709
8.849	-1.472	2.727
8.927	-1.550	2.709
8.981	-1.550	2.715
8.917	-1.498	2.726
9.047	-1.541	2.596
9.050	-1.492	2.617
9.062	-1.516	2.688
9.279	-1.531	2.576
8.929	-1.975	3.067
9.259	-1.969	2.966
9.280	-1.915	3.053
8.342	-1.449	2.575
8.307	-1.426	2.679
8.362	-1.426	2.677
8.314	-1.360	2.669
8.376	-1.373	2.662
8.508	-1.428	2.683
8.382	-1.315	2.664
8.370	-1.221	2.669
8.425	-1.256	2.629
8.458	-1.221	2.614
8.426	-1.342	2.646
8.427	-1.306	2.691
8.330	-1.434	2.724
8.343	-1.387	2.714
8.354	-1.471	2.766
8.448	-1.429	2.720
8.497	-1.422	2.739
8.410	-1.390	2.720
8.491	-1.372	2.716
8.263	-1.332	2.709
8.556	-1.410	2.694
8.542	-1.370	2.663
8.527	-1.331	2.626
8.570	-1.306	2.615
8.618	-1.321	2.624
8.576	-1.254	2.615
8.539	-1.218	2.613
8.620	-1.276	2.596
8.639	-1.217	2.598
8.571	-1.329	2.677
8.699	-1.250	2.609
8.756	-1.216	2.590
8.335	-1.107	2.599
8.493	-1.186	2.592
8.443	-1.089	2.587
8.479	-1.130	2.597
8.436	-1.167	2.641
8.488	-1.180	2.642
8.479	-1.108	2.646
8.367	-1.031	2.604
8.299	-1.034	2.680
8.270	-0.987	2.682
8.340	-0.999	2.647
8.383	-0.985	2.672
8.438	-1.059	2.628
8.488	-1.064	2.597
8.443	-1.016	2.598
8.422	-0.978	2.631
8.510	-1.015	2.615
8.576	-1.186	2.590
8.573	-1.123	2.581
8.525	-1.105	2.594
8.541	-1.149	2.610
8.669	-1.176	2.576
8.702	-1.090	2.587
8.734	-1.124	2.616
8.682	-1.129	2.636
8.575	-1.079	2.609
8.545	-0.978	2.587
8.694	-1.030	2.593
8.733	-1.060	2.623
8.686	-0.969	2.612
8.733	-0.984	2.569
8.764	-1.003	2.604
8.730	-0.993	2.640
8.750	-0.993	2.692
8.760	-1.159	2.715
8.726	-1.092	2.720
8.759	-1.120	2.763
8.661	-1.033	2.737
8.722	-1.034	2.725
8.767	-1.051	2.712
8.669	-0.978	2.725
8.746	-0.972	2.738
8.701	-0.964	2.764
8.300	-1.460	3.054
8.318	-1.415	3.078
8.377	-1.420	3.034
8.405	-1.345	3.070
8.378	-1.221	3.005
8.329	-1.284	3.078
8.375	-1.258	3.077
8.448	-1.321	3.043
8.427	-1.287	3.074
8.480	-1.282	3.061
8.497	-1.222	3.046
8.541	-1.286	3.075
8.544	-1.234	3.070
8.618	-1.219	3.047
8.507	-1.031	2.950
8.287	-1.156	2.999
8.355	-1.174	2.996
8.378	-1.120	2.979
8.314	-1.178	3.070
8.384	-1.181	3.041
8.368	-1.101	3.030
8.424	-1.101	2.971
8.508	-1.150	3.014
8.462	-1.108	3.006
8.425	-1.203	3.078
8.431	-1.153	3.054
8.475	-1.174	3.072
8.423	-1.103	3.038
8.470	-1.118	3.054
8.386	-1.059	2.963
8.438	-1.058	2.994
8.484	-1.084	2.962
8.558	-1.024	2.946
8.606	-0.994	2.941
8.670	-1.009	2.947
8.672	-0.961	2.926
8.602	-1.169	3.030
8.578	-1.177	3.074
8.607	-1.131	3.079
8.629	-1.040	3.047
8.701	-0.961	2.972
8.865	-1.433	2.624
8.875	-1.347	2.605
8.845	-1.458	2.664
8.896	-1.449	2.681
8.884	-1.400	2.678
8.923	-1.453	2.615
8.992	-1.427	2.610
8.941	-1.405	2.615
8.969	-1.433	2.689
8.993	-1.347	2.673
8.888	-1.266	2.583
8.926	-1.342	2.652
9.016	-1.237	2.644
8.875	-1.420	2.732
8.925	-1.442	2.724
9.005	-1.421	2.725
9.020	-1.465	2.755
8.921	-1.390	2.717
8.962	-1.362	2.725
8.935	-1.318	2.704
9.054	-1.444	2.655
9.095	-1.413	2.634
9.035	-1.373	2.650
9.065	-1.323	2.691
9.125	-1.316	2.688
9.051	-1.265	2.670
9.102	-1.251	2.660
9.031	-1.366	2.725
9.092	-1.354	2.726
8.857	-1.163	2.573
8.774	-1.092	2.613
8.884	-1.097	2.630
8.782	-1.140	2.642
8.807	-1.125	2.684
8.867	-1.105	2.694
8.943	-1.156	2.599
8.947	-1.214	2.617
9.009	-1.185	2.625
8.941	-1.109	2.622
8.969	-1.185	2.662
8.988	-1.139	2.636
8.972	-1.089	2.661
8.821	-1.083	2.630
8.832	-0.984	2.627
8.885	-0.972	2.606
8.783	-1.059	2.656
8.887	-1.030	2.644
8.847	-1.043	2.687
8.802	-1.012	2.666
8.875	-0.975	2.661
8.927	-1.058	2.630
8.935	-0.961	2.599
8.933	-1.009	2.614
8.983	-0.990	2.612
8.933	-1.063	2.686
8.976	-1.029	2.655
8.938	-0.970	2.662
9.020	-0.972	2.643
9.006	-0.987	2.693
8.832	-1.165	2.707
8.814	-1.099	2.727
8.864	-1.130	2.756
8.900	-1.092	2.744
8.956	-1.102	2.759
8.981	-1.108	2.714
9.008	-1.089	2.763
8.889	-1.046	2.715
8.848	-1.056	2.751
8.825	-0.996	2.708
8.880	-0.997	2.722
8.891	-1.072	2.795
8.959	-1.026	2.742
9.009	-1.062	2.695
9.016	-1.040	2.741
8.917	-0.987	2.759
9.018	-0.979	2.750
8.941	-1.062	2.794
8.911	-0.986	2.819
8.967	-0.967	2.769
9.048	-1.203	2.663
9.069	-0.960	2.663
9.116	-0.979	2.676
9.260	-1.128	2.797
9.054	-1.009	2.717
9.050	-1.028	2.783
9.275	-1.029	2.789
9.277	-0.977	2.769
9.200	-1.217	2.879
9.179	-1.249	2.932
9.248	-1.221	2.894
9.236	-1.250	2.933
9.147	-1.276	3.001
9.078	-1.239	3.041
9.139	-1.243	3.044
9.201	-1.268	2.976
9.198	-1.218	2.971
9.262	-1.219	2.966
9.232	-1.248	3.012
9.165	-1.288	3.047
