X	Y	Z
9.890	0.757	3.303
9.849	0.796	3.298
9.884	0.812	3.334
9.948	0.814	3.264
10.040	0.770	3.270
9.969	0.767	3.280
9.955	0.755	3.334
10.003	0.717	3.302
10.163	0.627	3.109
10.233	0.618	3.109
10.298	0.584	3.101
10.209	0.657	3.089
10.188	0.702	3.110
10.199	0.612	3.156
10.207	0.670	3.145
10.122	0.738	3.128
10.123	0.807	3.095
10.166	0.794	3.124
10.297	0.742	3.085
10.217	0.586	3.331
10.067	0.718	3.287
9.845	0.855	3.129
9.849	0.943	3.091
9.855	0.855	3.191
9.909	1.066	3.198
9.970	1.082	3.201
9.852	0.870	3.270
9.842	0.846	3.319
9.891	0.892	3.305
9.866	0.959	3.315
10.003	0.934	3.309
9.852	0.990	3.264
9.822	1.055	3.256
9.897	1.035	3.239
9.807	1.023	3.322
9.850	1.039	3.295
9.800	1.081	3.302
9.838	1.074	3.335
9.917	1.049	3.286
9.881	1.083	3.310
9.983	1.052	3.264
9.945	1.005	3.299
10.014	1.016	3.314
9.951	1.087	3.301
10.037	1.064	3.271
10.219	0.941	3.099
9.842	0.619	3.350
9.865	0.633	3.396
9.830	0.669	3.352
9.852	0.701	3.399
9.912	0.654	3.399
9.896	0.691	3.368
9.847	0.623	3.447
9.919	0.605	3.431
10.003	0.686	3.342
9.965	0.586	3.419
9.966	0.635	3.442
10.041	0.603	3.450
9.945	0.702	3.412
10.000	0.671	3.452
9.839	0.757	3.359
9.868	0.752	3.399
9.854	0.828	3.382
9.907	0.790	3.388
9.842	0.720	3.445
9.904	0.739	3.433
9.947	0.806	3.360
9.997	0.788	3.350
9.988	0.831	3.383
10.002	0.707	3.409
9.952	0.822	3.419
9.953	0.771	3.459
9.898	0.636	3.477
9.880	0.681	3.503
9.822	0.608	3.575
9.931	0.600	3.493
10.023	0.608	3.523
9.982	0.697	3.519
10.042	0.655	3.487
10.031	0.702	3.507
10.036	0.640	3.569
9.803	0.711	3.477
9.927	0.817	3.543
10.061	0.634	3.395
10.118	0.626	3.393
10.109	0.704	3.382
10.089	0.590	3.438
10.155	0.637	3.429
10.149	0.686	3.414
10.205	0.597	3.449
10.279	0.627	3.463
10.198	0.662	3.415
10.120	0.783	3.377
10.224	0.742	3.459
10.301	0.756	3.463
10.226	0.793	3.457
10.303	0.813	3.413
10.277	0.823	3.463
10.071	0.638	3.526
10.127	0.624	3.482
10.095	0.675	3.495
10.144	0.656	3.517
10.166	0.701	3.526
10.087	0.608	3.582
10.169	0.614	3.536
10.170	0.618	3.590
10.127	0.659	3.574
10.226	0.632	3.499
10.221	0.703	3.503
10.303	0.663	3.490
10.264	0.700	3.473
10.269	0.692	3.524
10.235	0.590	3.556
10.282	0.628	3.548
10.201	0.647	3.559
10.210	0.703	3.557
10.252	0.669	3.566
10.099	0.743	3.486
10.114	0.706	3.538
10.171	0.742	3.559
10.146	0.784	3.541
10.168	0.826	3.566
10.239	0.758	3.504
10.303	0.735	3.520
10.208	0.815	3.518
10.286	0.792	3.502
10.219	0.756	3.550
10.264	0.724	3.572
10.239	0.811	3.589
10.274	0.772	3.548
9.910	0.863	3.343
9.888	0.907	3.398
9.825	0.959	3.417
9.962	0.871	3.358
9.930	0.959	3.458
9.811	0.992	3.365
9.852	1.023	3.349
9.917	1.021	3.351
9.828	1.051	3.393
9.875	1.087	3.366
9.885	1.038	3.388
9.919	1.078	3.391
9.840	1.008	3.427
9.914	0.991	3.403
9.821	1.066	3.457
9.880	1.038	3.442
9.978	1.071	3.380
9.843	0.930	3.473
9.955	0.911	3.542
9.894	1.012	3.493
9.931	0.990	3.555
10.237	0.872	3.422
10.302	0.863	3.418
10.123	0.858	3.591
10.322	0.072	2.683
10.422	0.072	2.660
10.355	0.190	2.663
10.385	0.143	2.686
10.406	0.191	2.664
10.444	0.086	2.614
10.495	0.072	2.642
10.453	0.192	2.644
10.411	0.317	2.599
10.375	0.290	2.628
10.362	0.244	2.647
10.431	0.236	2.686
10.425	0.298	2.654
10.389	0.272	2.692
10.435	0.255	2.628
10.488	0.243	2.642
10.552	0.254	2.680
10.482	0.269	2.687
10.486	0.318	2.673
10.517	0.306	2.636
10.337	0.121	2.701
10.414	0.087	2.716
10.351	0.128	2.760
10.399	0.119	2.778
10.355	0.169	2.790
10.431	0.166	2.774
10.399	0.154	2.816
10.473	0.123	2.711
10.507	0.171	2.758
10.558	0.175	2.738
10.535	0.125	2.806
10.350	0.206	2.719
10.345	0.301	2.708
10.329	0.312	2.757
10.429	0.300	2.705
10.419	0.286	2.755
10.358	0.239	2.775
10.422	0.207	2.822
10.368	0.287	2.788
10.333	0.259	2.818
10.422	0.301	2.805
10.458	0.252	2.731
10.523	0.217	2.715
10.463	0.319	2.757
10.531	0.276	2.734
10.471	0.197	2.811
10.443	0.252	2.810
10.746	0.158	2.685
10.802	0.149	2.689
10.603	0.242	2.671
10.635	0.121	2.757
10.616	0.191	2.709
10.656	0.158	2.722
10.723	0.086	2.750
10.712	0.149	2.727
10.694	0.072	2.800
10.603	0.298	2.713
10.798	0.223	2.714
10.792	0.311	2.822
10.349	0.357	2.599
10.413	0.431	2.631
10.368	0.354	2.658
10.431	0.373	2.655
10.341	0.447	2.640
10.335	0.398	2.694
10.354	0.447	2.692
10.423	0.415	2.688
10.457	0.348	2.589
10.488	0.394	2.624
10.474	0.448	2.621
10.525	0.412	2.589
10.524	0.448	2.631
10.469	0.367	2.688
10.540	0.371	2.646
10.521	0.382	2.694
10.477	0.426	2.670
10.557	0.440	2.671
10.335	0.509	2.624
10.376	0.494	2.596
10.425	0.479	2.610
10.382	0.534	2.628
10.334	0.494	2.679
10.394	0.477	2.654
10.342	0.564	2.638
10.389	0.534	2.691
10.486	0.507	2.607
10.558	0.502	2.574
10.495	0.486	2.652
10.446	0.467	2.667
10.496	0.532	2.682
10.367	0.377	2.732
10.416	0.346	2.741
10.398	0.440	2.737
10.342	0.363	2.780
10.348	0.324	2.822
10.389	0.372	2.799
10.364	0.417	2.791
10.431	0.438	2.775
10.413	0.438	2.822
10.471	0.380	2.756
10.537	0.336	2.723
10.524	0.375	2.751
10.477	0.415	2.720
10.528	0.443	2.715
10.558	0.438	2.755
10.447	0.347	2.799
10.491	0.374	2.811
10.510	0.326	2.787
10.542	0.374	2.804
10.482	0.447	2.787
10.452	0.405	2.814
10.323	0.472	2.724
10.391	0.484	2.709
10.425	0.497	2.758
10.330	0.470	2.791
10.381	0.479	2.775
10.337	0.540	2.769
10.487	0.479	2.713
10.504	0.536	2.774
10.580	0.438	2.592
10.643	0.362	2.690
10.598	0.404	2.654
10.600	0.475	2.688
10.612	0.525	2.689
10.590	0.379	2.706
10.669	0.345	2.739
10.588	0.430	2.711
10.619	0.399	2.746
10.639	0.438	2.715
10.561	0.330	2.789
10.611	0.349	2.759
10.616	0.380	2.821
10.681	0.340	2.816
10.771	0.356	2.743
10.639	0.491	2.715
10.676	0.487	2.749
10.601	0.465	2.791
10.573	0.502	2.772
10.677	0.460	2.793
10.688	0.510	2.794
10.705	0.459	2.718
10.715	0.518	2.741
10.729	0.506	2.822
10.779	0.475	2.777
10.698	0.567	2.772
10.743	0.559	2.821
10.799	0.575	2.821
10.387	0.098	2.828
10.340	0.178	2.843
10.486	0.180	2.857
10.538	0.105	2.900
10.431	0.228	2.869
10.349	0.287	2.864
10.358	0.240	2.910
10.365	0.294	2.914
10.327	0.308	2.945
10.475	0.235	2.845
10.512	0.240	2.879
10.481	0.290	2.836
10.557	0.320	2.850
10.542	0.282	2.886
10.559	0.318	2.920
10.458	0.078	3.014
10.564	0.079	2.841
10.813	0.183	2.849
10.589	0.208	2.878
10.668	0.252	2.872
10.595	0.287	2.865
10.654	0.320	2.863
10.661	0.245	2.944
10.609	0.273	2.915
10.606	0.320	2.948
10.666	0.311	2.940
10.736	0.271	2.882
10.716	0.311	2.908
10.601	0.260	2.964
10.683	0.282	2.993
10.773	0.311	3.031
10.340	0.373	2.829
10.332	0.333	2.882
10.366	0.414	2.844
10.326	0.445	2.884
10.393	0.388	2.887
10.390	0.446	2.879
10.327	0.388	2.904
10.425	0.394	2.934
10.436	0.369	2.867
10.498	0.365	2.869
10.358	0.475	2.839
10.376	0.570	2.869
10.431	0.558	2.868
10.399	0.540	2.902
10.497	0.495	2.940
10.460	0.524	2.898
10.441	0.567	2.923
10.406	0.441	3.011
10.415	0.350	3.046
10.368	0.375	3.059
10.368	0.448	3.073
10.408	0.407	3.056
10.448	0.410	3.012
10.490	0.374	3.076
10.436	0.447	3.050
10.361	0.468	3.001
10.364	0.557	3.008
10.309	0.472	3.028
10.365	0.509	3.060
10.409	0.539	3.035
10.586	0.366	2.875
10.662	0.378	2.850
10.634	0.438	2.840
10.622	0.342	2.905
10.625	0.380	2.942
10.677	0.360	2.946
10.632	0.398	2.893
10.709	0.354	2.881
10.779	0.347	2.866
10.733	0.437	2.855
10.697	0.408	2.875
10.788	0.418	2.844
10.793	0.368	2.950
10.684	0.481	2.879
10.671	0.570	2.940
10.751	0.489	2.864
10.728	0.544	2.869
10.811	0.547	2.882
10.799	0.576	2.930
10.562	0.423	3.022
10.718	0.339	2.974
10.743	0.383	2.990
10.794	0.352	3.008
10.746	0.435	2.995
10.807	0.398	2.989
10.781	0.413	3.039
10.807	0.445	3.076
10.691	0.491	2.984
10.743	0.507	3.013
10.816	0.506	2.959
10.712	0.539	2.981
10.815	0.557	2.980
10.774	0.472	3.041
10.810	0.503	3.067
10.784	0.565	3.063
10.932	0.149	2.612
10.905	0.110	2.688
10.858	0.191	2.665
10.940	0.149	2.669
11.001	0.084	2.630
11.054	0.112	2.607
10.991	0.133	2.611
10.983	0.192	2.625
11.028	0.168	2.599
11.071	0.174	2.629
10.981	0.119	2.660
11.071	0.120	2.659
11.031	0.103	2.694
11.007	0.148	2.693
10.969	0.191	2.689
11.050	0.179	2.687
10.933	0.219	2.581
10.934	0.234	2.629
10.930	0.279	2.597
10.876	0.241	2.656
10.942	0.272	2.670
11.057	0.252	2.579
11.023	0.223	2.627
11.002	0.270	2.591
10.989	0.319	2.599
11.055	0.312	2.576
11.040	0.283	2.626
10.991	0.251	2.670
11.071	0.223	2.656
11.028	0.226	2.691
10.986	0.296	2.647
11.018	0.288	2.693
11.071	0.302	2.694
10.892	0.119	2.741
10.942	0.111	2.739
10.845	0.153	2.753
10.906	0.180	2.698
10.926	0.160	2.751
10.878	0.069	2.817
10.841	0.110	2.801
10.904	0.106	2.789
10.863	0.191	2.785
10.877	0.143	2.818
10.920	0.167	2.806
11.004	0.120	2.738
11.072	0.125	2.730
10.975	0.167	2.733
11.030	0.166	2.749
10.963	0.097	2.790
11.005	0.117	2.817
11.067	0.103	2.786
10.981	0.157	2.787
11.023	0.191	2.799
10.887	0.216	2.748
10.943	0.240	2.741
10.870	0.298	2.747
10.936	0.319	2.727
10.844	0.253	2.815
10.894	0.236	2.814
10.844	0.317	2.809
10.918	0.282	2.790
10.991	0.252	2.724
11.072	0.228	2.718
10.991	0.294	2.757
11.055	0.282	2.741
10.969	0.216	2.791
10.997	0.253	2.818
10.976	0.300	2.806
11.110	0.084	2.588
11.142	0.126	2.631
11.179	0.140	2.599
11.160	0.191	2.608
11.127	0.127	2.688
11.182	0.107	2.668
11.101	0.175	2.688
11.118	0.235	2.595
11.125	0.210	2.639
11.113	0.282	2.747
11.326	0.249	2.813
11.253	0.304	2.816
11.295	0.315	2.788
10.866	0.324	2.626
10.920	0.367	2.605
10.909	0.343	2.676
10.972	0.367	2.594
11.024	0.368	2.599
11.054	0.427	2.591
10.957	0.357	2.655
11.029	0.336	2.643
11.012	0.342	2.694
10.984	0.399	2.660
11.058	0.385	2.632
11.039	0.388	2.683
10.860	0.396	2.749
10.940	0.395	2.727
10.941	0.329	2.780
10.980	0.348	2.752
11.069	0.352	2.712
11.031	0.327	2.743
11.019	0.379	2.743
10.965	0.443	2.735
11.053	0.415	2.735
11.069	0.370	2.760
10.968	0.396	2.773
10.924	0.478	2.753
11.037	0.465	2.727
11.047	0.574	2.799
11.103	0.382	2.589
11.166	0.363	2.569
11.120	0.345	2.711
11.221	0.343	2.818
11.296	0.362	2.814
11.311	0.419	2.789
10.934	0.090	2.838
10.907	0.127	2.875
10.941	0.169	2.852
10.880	0.190	2.877
10.859	0.094	2.915
10.944	0.100	2.900
10.840	0.137	2.887
10.981	0.068	2.831
10.993	0.156	2.847
10.929	0.243	2.853
10.877	0.311	2.877
10.889	0.285	2.831
10.931	0.319	2.838
10.940	0.203	2.893
10.888	0.228	2.911
10.985	0.207	2.854
11.030	0.234	2.869
11.135	0.270	2.840
11.326	0.295	2.833
11.270	0.303	2.881
11.224	0.251	2.908
11.220	0.206	2.931
11.288	0.222	2.918
11.325	0.248	2.943
11.257	0.317	2.947
11.307	0.282	2.907
11.253	0.257	2.963
11.255	0.304	3.009
11.280	0.249	3.029
11.260	0.285	3.059
11.313	0.288	3.046
10.863	0.351	2.849
10.843	0.364	2.940
10.903	0.379	2.933
10.909	0.431	2.933
10.966	0.372	2.858
10.963	0.382	2.915
11.018	0.384	2.911
11.069	0.380	2.899
10.991	0.423	2.931
11.047	0.435	2.898
10.878	0.495	2.949
10.857	0.553	2.941
10.908	0.573	2.907
11.003	0.504	2.910
10.962	0.524	2.951
10.867	0.383	2.985
10.863	0.442	2.980
10.899	0.415	3.015
10.828	0.384	3.035
10.842	0.432	3.042
10.942	0.440	3.030
10.896	0.440	3.058
10.987	0.400	2.995
10.991	0.426	3.043
11.036	0.397	3.038
11.069	0.424	3.070
10.833	0.478	3.007
10.877	0.508	3.004
10.934	0.458	2.979
10.911	0.484	3.034
10.877	0.530	3.077
10.932	0.539	3.040
10.980	0.482	2.982
11.071	0.455	2.985
10.975	0.488	3.040
11.017	0.466	3.024
11.044	0.504	3.051
10.972	0.539	3.071
11.168	0.333	2.917
11.127	0.404	2.902
11.195	0.390	2.901
11.255	0.375	2.883
11.305	0.336	2.861
11.328	0.382	2.879
11.232	0.430	2.869
11.285	0.409	2.846
11.323	0.444	2.865
11.295	0.358	2.914
11.238	0.410	2.916
11.310	0.409	2.918
11.275	0.444	2.941
11.192	0.498	2.941
11.184	0.576	2.905
11.217	0.492	2.853
11.261	0.511	2.880
11.270	0.458	2.885
11.304	0.492	2.862
11.223	0.458	2.915
11.255	0.496	2.935
11.317	0.470	2.915
11.325	0.527	2.894
11.314	0.571	2.916
11.137	0.374	2.980
11.180	0.396	2.956
11.199	0.414	3.011
11.147	0.448	2.987
11.125	0.379	3.051
11.185	0.338	3.063
11.117	0.440	3.053
11.156	0.415	3.076
11.212	0.354	2.976
11.263	0.375	2.969
11.242	0.384	3.014
11.318	0.379	2.958
11.285	0.352	3.015
11.230	0.419	2.965
11.262	0.434	3.013
11.319	0.437	2.966
11.253	0.334	3.062
11.325	0.343	3.047
11.288	0.376	3.068
11.218	0.412	3.059
11.302	0.406	3.029
11.272	0.433	3.067
11.196	0.524	2.989
11.198	0.467	3.061
11.152	0.541	3.055
11.251	0.478	2.983
11.201	0.470	2.985
11.304	0.487	2.974
11.253	0.530	2.982
11.248	0.479	3.040
11.323	0.456	3.042
11.250	0.534	3.070
10.509	0.695	2.629
10.453	0.669	2.672
10.389	0.750	2.614
10.348	0.797	2.568
10.399	0.823	2.579
10.426	0.785	2.613
10.378	0.814	2.631
10.344	0.747	2.658
10.378	0.717	2.688
10.335	0.803	2.660
10.382	0.799	2.679
10.430	0.814	2.671
10.495	0.748	2.591
10.538	0.735	2.614
10.523	0.787	2.575
10.516	0.829	2.605
10.473	0.738	2.658
10.474	0.831	2.638
10.485	0.815	2.690
10.540	0.817	2.661
10.397	0.584	2.771
10.416	0.687	2.818
10.547	0.648	2.781
10.354	0.766	2.749
10.405	0.751	2.725
10.343	0.807	2.713
10.418	0.808	2.751
10.328	0.766	2.798
10.386	0.724	2.786
10.398	0.757	2.823
10.318	0.831	2.767
10.334	0.815	2.820
10.395	0.813	2.798
10.517	0.729	2.753
10.447	0.768	2.790
10.476	0.734	2.818
10.525	0.728	2.805
10.466	0.815	2.774
10.495	0.780	2.807
10.455	0.830	2.821
10.606	0.702	2.627
10.583	0.766	2.606
10.657	0.716	2.621
10.790	0.790	2.659
10.814	0.827	2.633
10.616	0.686	2.757
10.668	0.692	2.755
10.684	0.603	2.805
10.648	0.640	2.773
10.717	0.655	2.756
10.804	0.660	2.720
10.747	0.620	2.799
10.802	0.623	2.800
10.770	0.664	2.770
10.799	0.702	2.794
10.681	0.830	2.714
10.677	0.716	2.803
10.646	0.799	2.767
10.725	0.709	2.735
10.704	0.763	2.731
10.769	0.741	2.759
10.708	0.816	2.755
10.813	0.782	2.706
10.816	0.783	2.759
10.774	0.758	2.807
10.745	0.797	2.786
10.814	0.831	2.805
10.333	0.850	2.593
10.378	0.896	2.598
10.431	0.866	2.599
10.424	0.923	2.587
10.323	0.850	2.646
10.469	0.895	2.582
10.490	0.879	2.628
10.335	0.883	2.749
10.399	0.876	2.754
10.362	0.928	2.757
10.358	0.859	2.791
10.313	0.885	2.793
10.413	0.866	2.805
10.349	0.938	2.819
10.405	0.961	2.808
10.566	0.859	2.611
10.656	0.880	2.592
10.610	0.928	2.599
10.675	0.878	2.651
10.815	0.844	2.749
10.714	0.902	2.751
10.734	0.864	2.819
10.787	0.874	2.795
10.360	0.629	2.837
10.390	0.633	2.880
10.353	0.702	2.845
10.398	0.688	2.869
10.358	0.613	2.913
10.411	0.615	2.926
10.345	0.673	2.905
10.492	0.632	2.855
10.441	0.608	2.884
10.495	0.680	2.837
10.444	0.667	2.870
10.558	0.692	2.836
10.483	0.597	2.929
10.491	0.703	2.898
10.432	0.682	2.941
10.324	0.742	2.854
10.367	0.734	2.886
10.423	0.732	2.861
10.356	0.791	2.861
10.415	0.831	2.852
10.408	0.784	2.876
10.335	0.730	2.950
10.386	0.718	2.940
10.354	0.785	2.919
10.366	0.832	2.896
10.336	0.831	2.950
10.422	0.831	2.902
10.402	0.792	2.938
10.512	0.753	2.848
10.459	0.773	2.872
10.434	0.735	2.929
10.465	0.794	2.935
10.372	0.637	3.014
10.315	0.643	2.969
10.360	0.695	2.982
10.413	0.663	2.987
10.338	0.586	3.042
10.345	0.701	3.030
10.439	0.703	3.027
10.344	0.764	2.997
10.400	0.766	2.986
10.399	0.830	2.977
10.348	0.754	3.046
10.392	0.728	3.022
10.455	0.713	2.979
10.484	0.759	2.980
10.440	0.802	2.982
10.489	0.815	2.992
10.498	0.796	3.043
10.554	0.799	3.046
10.631	0.689	2.834
10.759	0.600	2.854
10.769	0.640	2.886
10.716	0.649	2.836
10.780	0.661	2.839
10.807	0.703	2.854
10.756	0.632	2.942
10.805	0.632	2.923
10.706	0.694	2.908
10.771	0.689	2.897
10.781	0.679	2.951
10.567	0.748	2.949
10.670	0.777	2.922
10.731	0.766	2.886
10.798	0.759	2.851
10.752	0.792	2.847
10.786	0.832	2.847
10.811	0.795	2.885
10.745	0.734	2.941
10.816	0.719	2.914
10.791	0.766	2.924
10.740	0.810	2.908
10.780	0.826	2.935
10.788	0.606	2.973
10.815	0.650	2.978
10.686	0.808	3.009
10.600	0.757	3.048
10.599	0.818	3.054
10.796	0.749	2.971
10.733	0.806	2.968
10.813	0.795	2.980
10.739	0.802	3.074
10.763	0.801	3.017
10.783	0.827	3.066
10.319	0.863	2.846
10.365	0.886	2.845
10.308	0.927	2.854
10.359	0.943	2.886
10.335	0.894	2.892
10.366	0.871	2.932
10.322	0.975	2.867
10.336	1.022	2.883
10.406	1.003	2.871
10.349	0.996	2.946
10.329	1.042	2.933
10.398	1.046	2.951
10.440	1.079	2.920
10.422	0.934	3.073
10.460	0.864	2.996
10.521	0.890	2.981
10.544	0.845	2.988
10.439	0.956	2.970
10.559	0.904	3.010
10.453	0.842	3.047
10.543	0.862	3.044
10.478	0.953	3.057
10.559	0.924	3.076
10.333	1.003	3.012
10.419	1.004	2.978
10.335	1.080	2.978
10.391	1.041	3.000
10.388	0.968	3.028
10.427	1.059	3.030
10.481	1.022	3.015
10.462	1.029	2.964
10.463	1.087	2.963
10.436	0.993	3.033
10.535	0.969	3.043
10.544	1.015	3.026
10.543	1.012	3.077
10.807	0.877	2.887
10.814	0.865	2.940
10.737	0.900	2.935
10.767	0.943	2.950
10.815	0.931	2.926
10.675	0.866	3.015
10.583	0.917	2.966
10.615	0.924	3.006
10.681	0.917	3.012
10.601	0.869	3.033
10.670	0.838	3.079
10.638	0.878	3.072
10.602	0.954	3.050
10.687	0.906	3.062
10.655	0.947	3.063
10.735	0.862	3.006
10.779	0.895	2.964
10.802	0.848	2.990
10.777	0.895	3.014
10.740	0.917	2.989
10.815	0.942	2.977
10.735	0.891	3.047
10.719	0.851	3.076
10.807	0.871	3.047
10.722	0.957	3.044
10.809	0.946	3.028
10.612	1.024	3.013
10.663	1.018	3.011
10.623	1.077	3.010
10.600	1.015	3.063
10.648	1.001	3.079
10.588	1.068	3.058
10.658	1.054	3.047
10.697	0.973	3.002
10.750	0.969	2.997
10.760	1.023	2.984
10.712	1.087	2.999
10.708	1.048	3.041
10.705	1.088	3.076
10.891	0.655	2.687
10.938	0.700	2.676
11.011	0.656	2.630
10.968	0.680	2.638
10.911	0.831	2.622
10.868	0.735	2.679
10.932	0.756	2.646
10.919	0.760	2.695
10.873	0.782	2.651
10.843	0.814	2.681
10.902	0.816	2.674
10.980	0.816	2.619
10.995	0.709	2.672
10.972	0.761	2.679
10.960	0.814	2.689
10.849	0.638	2.724
10.879	0.665	2.755
10.911	0.692	2.726
10.853	0.604	2.810
10.929	0.637	2.761
10.858	0.700	2.785
10.841	0.656	2.804
10.927	0.694	2.787
10.892	0.669	2.820
10.973	0.674	2.749
11.062	0.701	2.748
10.953	0.590	2.789
10.991	0.702	2.787
11.070	0.702	2.801
10.849	0.739	2.727
10.893	0.767	2.741
10.863	0.809	2.737
10.932	0.797	2.731
10.847	0.754	2.789
10.904	0.750	2.791
10.866	0.817	2.788
10.960	0.733	2.734
11.010	0.747	2.720
11.069	0.756	2.742
11.007	0.818	2.709
10.990	0.800	2.757
10.950	0.726	2.823
11.026	0.766	2.768
10.948	0.781	2.786
11.097	0.644	2.750
11.231	0.587	2.821
10.875	0.871	2.612
10.876	0.858	2.666
10.937	0.869	2.669
10.870	0.858	2.759
10.985	0.873	2.727
10.833	0.623	2.854
10.872	0.593	2.879
10.903	0.622	2.844
10.848	0.664	2.885
10.910	0.671	2.872
10.863	0.623	2.930
10.924	0.597	2.948
10.845	0.678	2.944
10.943	0.695	2.903
10.910	0.645	2.929
11.000	0.630	2.863
10.974	0.683	2.845
11.010	0.702	2.880
10.846	0.730	2.837
10.896	0.725	2.838
10.927	0.759	2.861
10.839	0.784	2.834
10.891	0.789	2.824
10.875	0.708	2.892
10.858	0.738	2.951
10.934	0.737	2.939
10.996	0.752	2.838
10.947	0.800	2.909
10.968	0.820	2.951
10.941	0.596	3.065
10.943	0.686	3.028
10.911	0.699	3.072
11.004	0.584	2.999
11.070	0.670	2.997
10.880	0.767	2.986
10.943	0.761	3.014
10.865	0.830	2.969
10.918	0.802	2.961
10.902	0.813	3.010
10.854	0.729	3.020
10.863	0.758	3.074
10.927	0.751	3.063
10.863	0.809	3.043
10.910	0.831	3.076
10.984	0.736	2.999
10.998	0.780	2.958
10.999	0.828	3.014
11.048	0.808	3.009
11.069	0.759	3.028
10.971	0.820	3.064
11.014	0.791	3.075
11.064	0.799	3.060
11.242	0.623	2.870
11.100	0.651	3.044
11.314	0.668	3.075
11.095	0.831	3.013
11.132	0.768	3.074
11.133	0.823	3.045
11.185	0.799	3.066
11.316	0.728	3.057
11.269	0.765	3.070
11.245	0.804	3.035
11.303	0.798	3.045
10.911	0.913	2.875
10.854	0.896	2.919
10.943	0.857	2.910
10.896	0.889	2.948
10.861	0.960	2.916
10.905	0.940	2.933
10.996	0.893	2.901
11.044	0.891	2.916
11.038	0.842	2.931
10.915	0.863	2.990
10.864	0.938	2.983
10.903	0.911	3.015
10.857	0.859	3.023
10.837	0.840	3.078
10.943	0.850	3.032
10.903	0.880	3.063
10.871	0.943	3.037
10.976	0.863	2.979
11.036	0.871	2.974
10.953	0.908	2.971
11.007	0.910	2.997
10.952	0.941	3.011
11.011	0.960	3.012
10.985	0.879	3.037
11.034	0.855	3.038
10.953	0.911	3.070
11.068	0.919	3.059
10.878	0.989	2.992
10.937	1.021	2.992
10.979	0.989	3.037
11.065	0.968	3.026
11.028	0.991	3.053
11.025	1.039	3.070
11.050	1.084	3.069
11.079	0.842	2.967
11.118	0.892	2.978
11.151	0.863	3.012
11.073	0.855	3.077
11.177	0.854	3.054
11.130	0.903	3.068
11.269	0.909	3.013
11.257	0.872	3.076
11.318	0.868	3.044
11.072	1.015	3.055
10.530	0.187	3.110
10.526	0.126	3.174
10.488	0.160	3.158
10.557	0.155	3.147
10.414	0.317	3.103
10.399	0.244	3.186
10.325	0.272	3.200
10.354	0.312	3.201
10.420	0.288	3.156
10.403	0.291	3.207
10.542	0.233	3.128
10.479	0.260	3.116
10.525	0.315	3.108
10.454	0.234	3.169
10.489	0.210	3.199
10.555	0.234	3.178
10.462	0.299	3.205
10.518	0.299	3.169
10.373	0.177	3.298
10.466	0.090	3.261
10.553	0.107	3.212
10.516	0.105	3.258
10.493	0.171	3.234
10.544	0.149	3.253
10.554	0.091	3.294
10.454	0.171	3.300
10.495	0.170	3.333
10.554	0.149	3.318
10.352	0.224	3.241
10.417	0.206	3.266
10.338	0.282	3.251
10.430	0.282	3.266
10.349	0.250	3.330
10.397	0.248	3.307
10.442	0.235	3.222
10.493	0.249	3.247
10.541	0.207	3.266
10.556	0.251	3.244
10.493	0.307	3.265
10.524	0.296	3.223
10.460	0.221	3.289
10.496	0.233	3.327
10.540	0.245	3.298
10.549	0.201	3.329
10.452	0.272	3.312
10.488	0.310	3.315
10.543	0.300	3.274
10.619	0.191	3.104
10.646	0.139	3.142
10.606	0.082	3.203
10.662	0.100	3.177
10.600	0.141	3.173
10.594	0.187	3.198
10.596	0.226	3.134
10.583	0.304	3.138
10.602	0.237	3.205
10.669	0.238	3.194
10.580	0.285	3.203
10.634	0.309	3.156
10.606	0.117	3.252
10.650	0.096	3.270
10.622	0.179	3.246
10.672	0.155	3.266
10.601	0.123	3.303
10.591	0.188	3.286
10.601	0.181	3.335
10.644	0.191	3.292
10.701	0.191	3.233
10.613	0.251	3.255
10.688	0.253	3.252
10.615	0.320	3.208
10.602	0.301	3.267
10.656	0.290	3.234
10.592	0.245	3.333
10.648	0.253	3.300
10.676	0.225	3.333
10.652	0.313	3.284
10.738	0.270	3.270
10.700	0.312	3.254
10.700	0.300	3.303
10.366	0.366	3.111
10.335	0.409	3.118
10.363	0.382	3.166
10.422	0.335	3.174
10.365	0.447	3.168
10.490	0.336	3.142
10.550	0.365	3.102
10.441	0.382	3.155
10.516	0.346	3.192
10.540	0.389	3.200
10.332	0.484	3.139
10.368	0.553	3.141
10.324	0.477	3.191
10.368	0.368	3.221
10.414	0.345	3.223
10.351	0.431	3.213
10.335	0.394	3.261
10.429	0.431	3.219
10.346	0.345	3.272
10.399	0.345	3.323
10.308	0.444	3.278
10.559	0.351	3.263
10.508	0.356	3.251
10.454	0.352	3.302
10.649	0.387	3.141
10.618	0.370	3.186
10.672	0.379	3.206
10.658	0.443	3.156
10.779	0.372	3.088
10.803	0.429	3.165
10.754	0.413	3.183
10.682	0.554	3.201
10.813	0.481	3.112
10.816	0.543	3.103
10.766	0.529	3.115
10.804	0.502	3.160
10.772	0.456	3.205
10.732	0.529	3.196
10.804	0.567	3.175
10.765	0.566	3.207
10.609	0.354	3.270
10.679	0.376	3.268
10.598	0.327	3.326
10.581	0.398	3.303
10.762	0.445	3.258
10.681	0.454	3.232
10.595	0.564	3.277
10.687	0.572	3.291
10.812	0.468	3.256
